,Unnamed: 0,LATITUDE,LONGITUDE,FLOOR,BUILDINGID
169,169,4864978.8727400005,-7617.438220001012,1,0
170,170,4864978.03274,-7616.860640000552,1,0
171,171,4864978.4350999985,-7618.965080001205,1,0
172,172,4864989.6705599995,-7631.7762000009425,1,0
173,173,4864986.661440002,-7630.913720001279,1,0
174,174,4864984.5354200015,-7627.65822000131,1,0
175,175,4864983.392460002,-7627.330580001324,1,0
176,176,4864983.392460002,-7627.330580001324,1,0
177,177,4864983.392460002,-7627.330580001324,1,0
178,178,4864983.392460002,-7627.330580001324,1,0
179,179,4864983.392460002,-7627.330580001324,1,0
180,180,4864983.392460002,-7627.330580001324,1,0
181,181,4864983.392460002,-7627.330580001324,1,0
182,182,4864986.223800002,-7632.440580001475,1,0
183,183,4865002.796200002,-7639.562400001288,1,0
184,184,4865005.07482,-7640.215520000458,1,0
185,185,4865001.610780002,-7639.497160001099,1,0
186,186,4864994.096928868,-7637.1919060357595,1,0
187,187,4864994.096928868,-7637.1919060357595,1,0
188,188,4865001.610780002,-7639.497160001099,1,0
189,189,4865001.610780002,-7639.497160001099,1,0
190,190,4865001.610780002,-7639.497160001099,1,0
191,191,4865001.610780002,-7639.497160001099,1,0
192,192,4865001.610780002,-7639.497160001099,1,0
193,193,4865001.610780002,-7639.497160001099,1,0
194,194,4865001.610780002,-7639.497160001099,1,0
195,195,4865000.08522,-7639.0599000006905,2,0
196,196,4865001.610780002,-7639.497160001099,1,0
197,197,4865001.610780002,-7639.497160001099,1,0
198,198,4865001.610780002,-7639.497160001099,1,0
199,199,4865001.610780002,-7639.497160001099,1,0
200,200,4865001.610780002,-7639.497160001099,1,0
201,201,4865001.610780002,-7639.497160001099,1,0
202,202,4865001.608660656,-7639.4612129889665,1,0
203,203,4865006.942637601,-7640.601842231381,1,0
204,204,4865005.391657599,-7640.1572022319615,1,0
205,205,4865005.391657599,-7640.1572022319615,1,0
206,206,4865005.391657599,-7640.1572022319615,1,0
207,207,4865008.39235274,-7641.115445440245,1,0
208,208,4865008.39235274,-7641.115445440245,1,0
209,209,4865009.943332741,-7641.560085439664,1,0
210,210,4865003.561957601,-7639.632782232094,1,0
211,211,4865003.561957601,-7639.632782232094,1,0
212,212,4865007.782692743,-7640.391705439967,1,0
213,213,4865006.224132742,-7640.219465440495,2,0
214,214,4865006.224132742,-7640.219465440495,1,0
215,215,4865007.782692743,-7640.391705439967,1,0
216,216,4865008.183572742,-7640.50654544009,1,0
217,217,4865008.121212741,-7640.763265439849,1,0
218,218,4865008.0462527415,-7641.016285440308,1,0
219,219,4865008.0462527415,-7641.016285440308,1,0
220,220,4865007.4161990015,-7640.738030631105,1,0
221,221,4865009.313279,-7641.281830630462,1,0
222,222,4865010.005692741,-7641.303365439903,1,0
223,223,4865007.004997602,-7640.345122231623,1,0
224,224,4865005.045557601,-7640.058042232024,1,0
225,225,4865007.004997602,-7640.345122231623,1,0
226,226,4865006.604117601,-7640.230282231499,1,0
227,227,4865009.841786262,-7640.935325190451,1,0
228,228,4865007.707732742,-7640.644725440425,1,0
229,229,4865007.004997602,-7640.345122231623,1,0
230,230,4865006.604117602,-7640.230282231499,1,0
231,231,4865006.529157601,-7640.483302231955,2,0
232,232,4865007.004997602,-7640.345122231623,1,0
233,233,4865007.004997602,-7640.345122231623,1,0
234,234,4865012.16074626,-7641.599985189763,1,0
235,235,4865012.16074626,-7641.599985189763,1,0
236,236,4865007.927540001,-7640.209640000014,1,0
237,237,4865009.663646935,-7640.5821187201345,1,0
238,238,4865012.544179203,-7641.200659773333,2,0
239,239,4865009.663646935,-7640.5821187201345,1,0
240,240,4865009.663646935,-7640.5821187201345,1,0
241,241,4865009.663646935,-7640.5821187201345,1,0
242,242,4865010.63680626,-7641.163185189693,1,0
243,243,4865009.886980003,-7640.496719999612,1,0
244,244,4865014.038580002,-7641.686759999395,1,0
245,245,4865012.514640002,-7641.2499599993225,1,0
246,246,4865014.038580002,-7641.686759999395,1,0
247,247,4865013.637700002,-7641.571919999273,1,0
248,248,4865012.514640002,-7641.2499599993225,1,0
249,249,4865011.010040003,-7640.818679999559,1,0
250,250,4865011.010040003,-7640.818679999559,1,0
251,251,4865012.915520002,-7641.364799999445,1,0
252,252,4865011.010040003,-7640.818679999559,1,0
253,253,4865011.348560004,-7641.190239999443,1,0
254,254,4865010.947680002,-7641.07539999932,1,0
255,255,4865010.947680002,-7641.07539999932,1,0
256,256,4865011.348560004,-7641.190239999443,1,0
257,257,4865010.947680002,-7641.07539999932,1,0
258,258,4865010.947680002,-7641.07539999932,1,0
259,259,4865010.947680002,-7641.07539999932,1,0
260,260,4865009.824620003,-7640.753439999373,1,0
261,261,4865010.947680002,-7641.07539999932,1,0
262,262,4865009.0506000025,-7640.531599999965,1,0
263,263,4865010.947680002,-7641.07539999932,1,0
264,264,4865010.947680002,-7641.07539999932,1,0
265,265,4865010.947680002,-7641.07539999932,1,0
266,266,4865009.0506000025,-7640.531599999965,1,0
267,267,4865009.0506000025,-7640.531599999965,1,0
268,268,4865009.451480003,-7640.646440000087,1,0
269,269,4865009.0506000025,-7640.531599999965,1,0
270,270,4865009.0506000025,-7640.531599999965,1,0
271,271,4865009.0506000025,-7640.531599999965,1,0
272,272,4865006.341240002,-7640.029559999704,1,0
273,273,4865004.78246626,-7640.034105190663,1,0
274,274,4865004.78246626,-7640.034105190663,1,0
275,275,4865005.711186262,-7639.751305190502,1,0
276,276,4865008.731326262,-7640.6170651898055,2,0
277,277,4865007.8998000035,-7640.201799999179,1,0
278,278,4865006.050526934,-7640.095578720739,2,0
279,279,4865005.704426934,-7639.996418720801,1,0
280,280,4865005.704426934,-7639.996418720801,2,0
281,281,4865005.704426934,-7639.996418720801,2,0
282,282,4865005.744766934,-7640.007958720942,1,0
283,283,4865008.073960002,-7641.0752599999305,1,0
284,284,4865006.55002,-7640.638459999858,1,0
285,285,4865006.258486259,-7640.7317651905405,1,0
286,286,4865006.258486259,-7640.7317651905405,1,0
287,287,4865007.47094626,-7640.804845190076,1,0
288,288,4865006.33344626,-7640.478745190079,1,0
289,289,4865007.5188662615,-7640.54398519027,1,0
290,290,4865009.132206261,-7640.731905189929,1,0
291,291,4865009.601286935,-7640.838838719894,1,0
292,292,4865003.577800001,-7639.5118400007495,1,0
293,293,4865004.967806933,-7639.785158720928,1,0
294,294,4865004.967806933,-7639.78515872093,1,0
295,295,4865004.967806933,-7639.78515872093,1,0
296,296,4865004.967806933,-7639.78515872093,1,0
297,297,4865003.577800001,-7639.5118400007495,1,0
298,298,4865004.967806933,-7639.78515872093,1,0
299,299,4865004.967806933,-7639.78515872093,1,0
300,300,4865004.905446934,-7640.041878720691,1,0
301,301,4865004.967806933,-7639.78515872093,1,0
302,302,4865005.306326933,-7640.156718720813,1,0
303,303,4864998.5443,-7638.618120001256,1,0
304,304,4864999.713700001,-7638.953360001743,1,0
305,305,4864999.367600001,-7638.854200001804,1,0
306,306,4864999.713700001,-7638.953360001743,1,0
307,307,4865000.095280001,-7639.062760000675,1,0
308,308,4865001.610780002,-7639.497160001099,1,0
309,309,4865003.286480002,-7639.4283600009985,1,0
310,310,4865000.223424861,-7638.726836792474,1,0
311,311,4865001.610780002,-7639.497160001099,1,0
312,312,4865002.174220001,-7639.102660000323,1,0
313,313,4865002.174220001,-7639.102660000323,1,0
314,314,4864995.646273727,-7637.537922826571,1,0
315,315,4864999.054024861,-7638.391596791988,1,0
316,316,4864991.9516648585,-7633.984316792434,1,0
317,317,4864982.9823199995,-7625.223920000344,1,0
318,318,4864995.646273727,-7637.537922826571,1,0
319,319,4864999.131273727,-7638.2622628265735,1,0
320,320,4864990.859513726,-7633.519742826535,1,0
321,321,4864995.646273727,-7637.537922826571,2,0
322,322,4864995.646273727,-7637.537922826571,2,0
323,323,4864989.814560656,-7635.743852988655,2,0
324,324,4864989.841160001,-7636.123520001024,1,0
325,325,4864984.5354200015,-7627.65822000131,1,0
326,326,4864986.223800002,-7632.440580001475,1,0
327,327,4864984.8838,-7627.758020000904,1,0
328,328,4864984.5354200015,-7627.65822000131,1,0
329,329,4864984.5354200015,-7627.65822000131,1,0
330,330,4864983.392460002,-7627.330580001324,1,0
331,331,4864987.71514,-7632.868020001053,1,0
332,332,4864980.856299999,-7621.968420000374,1,0
333,333,4864985.80588,-7630.331700000167,2,0
334,334,4864985.80588,-7630.331700000167,2,0
335,335,4864985.80588,-7630.331700000167,2,0
336,336,4864985.80588,-7630.331700000167,2,0
337,337,4864984.1175,-7625.549340000002,2,0
338,338,4864985.80588,-7630.331700000167,2,0
339,339,4864985.80588,-7630.331700000167,2,0
340,340,4864984.1175,-7625.549340000002,2,0
341,341,4864982.9823199995,-7625.223920000344,2,0
342,342,4864982.9823199995,-7625.223920000344,2,0
343,343,4864981.476062512,-7620.329194841641,2,0
344,344,4864981.4095,-7626.425360000879,2,0
345,345,4864978.6525025135,-7615.221414841818,2,0
346,346,4864979.72112,-7621.643000000715,2,0
347,347,4864979.72112,-7621.643000000715,2,0
348,348,4864978.6525025135,-7615.221414841818,2,0
349,349,4864978.6525025135,-7615.221414841818,2,0
350,350,4864978.6525025135,-7615.221414841818,2,0
351,351,4864978.6525025135,-7615.221414841818,2,0
352,352,4864979.492502513,-7615.798994842278,2,0
353,353,4864977.604179998,-7620.379180001469,1,0
354,354,4864979.492502513,-7615.798994842278,1,0
355,355,4864977.366482513,-7612.543494842308,1,0
356,356,4864984.5354200015,-7627.65822000131,1,0
357,357,4864986.661440002,-7630.913720001279,1,0
358,358,4864989.898300001,-7636.133060000838,1,0
359,359,4864989.492780002,-7636.02372000143,1,0
360,360,4864986.661440002,-7630.913720001279,1,0
361,361,4864986.661440002,-7630.913720001279,1,0
362,362,4864980.561120002,-7622.220580001175,1,0
363,363,4864979.090142514,-7613.694554841623,1,0
364,364,4864979.090142514,-7613.694554841623,1,0
365,365,4864978.55396,-7618.55020000115,1,0
366,366,4864978.55396,-7618.55020000115,1,0
367,367,4864978.55396,-7618.55020000115,1,0
368,368,4864980.561120002,-7622.220580001175,1,0
369,369,4864980.561120002,-7622.220580001175,1,0
370,370,4864979.72112,-7621.643000000715,1,0
371,371,4864980.561120002,-7622.220580001175,1,0
372,372,4864980.787602512,-7620.468594842509,1,0
373,373,4864979.730199998,-7623.634680001438,1,0
374,374,4864977.366482513,-7612.543494842308,1,0
375,375,4864979.054862512,-7617.325854842471,1,0
376,376,4864983.392460002,-7627.330580001324,1,0
377,377,4864980.561120002,-7622.220580001175,1,0
378,378,4864983.392460002,-7627.330580001324,1,0
379,379,4864980.787602512,-7620.468594842509,1,0
380,380,4864986.223800002,-7632.440580001475,1,0
381,381,4864978.661582512,-7617.21309484254,1,0
382,382,4864982.248919998,-7627.969400001317,1,0
383,383,4864983.93788,-7631.785300001501,1,0
384,384,4864982.6249400005,-7628.111160001158,2,0
385,385,4864978.349502513,-7609.114074841993,2,0
386,386,4864977.804122513,-7611.016634842114,2,0
387,387,4864980.561120002,-7622.220580001175,2,0
388,388,4864980.561120002,-7622.220580001175,2,0
389,389,4864980.561120002,-7622.220580001175,2,0
390,390,4864977.997459998,-7620.491940001399,2,0
391,391,4864979.685839999,-7625.274300001563,2,0
392,392,4864979.72112,-7621.643000000715,2,0
393,393,4864978.6525025135,-7615.221414841818,2,0
394,394,4864982.9823199995,-7625.223920000344,2,0
395,395,4864980.97516,-7621.553540000318,2,0
396,396,4864980.97516,-7621.553540000318,2,0
397,397,4864977.713959998,-7617.972620000691,1,0
398,398,4864979.839980002,-7621.228120000659,1,0
399,399,4864979.839980002,-7621.228120000659,1,0
400,400,4864978.55396,-7618.55020000115,1,0
401,401,4864978.55396,-7618.55020000115,1,0
402,402,4864977.713959998,-7617.972620000691,1,0
403,403,4864978.342240183,-7611.675602623783,1,0
404,404,4864977.047702512,-7613.655474842446,1,0
405,405,4864977.911862513,-7610.640914841848,1,0
406,406,4864977.485342513,-7612.128614842253,1,0
407,407,4864978.349502513,-7609.114074841993,1,0
408,408,4864979.173722513,-7616.910974842416,1,0
409,409,4864980.787602512,-7620.468594842509,1,0
410,410,4864978.349502513,-7609.114074841993,1,0
411,411,4864977.485342513,-7612.128614842253,1,0
412,412,4864979.283479999,-7623.1698600009095,1,0
413,413,4864979.861542514,-7612.107234841691,1,0
414,414,4864977.713959998,-7617.972620000691,1,0
415,415,4864977.872869099,-7620.297460362953,1,0
416,416,4864977.872869099,-7620.297460362953,1,0
417,417,4864977.024489098,-7616.092680363249,1,0
418,418,4864977.91258,-7620.261740000546,1,0
419,419,4864977.276319998,-7619.499480000883,1,0
420,420,4864978.1099000005,-7625.53708000034,1,0
421,421,4864977.91258,-7620.261740000546,1,0
422,422,4864970.780553704,-7630.089818836379,1,0
423,423,4864971.986993705,-7633.20377883576,1,0
424,424,4864965.309241617,-7635.720608749647,1,0
425,425,4864970.780553704,-7630.089818836379,1,0
426,426,4864965.309241617,-7635.720608749647,1,0
427,427,4864965.309241617,-7635.720608749647,1,0
428,428,4864965.309241617,-7635.720608749647,1,0
429,429,4864965.309241617,-7635.720608749647,1,0
430,430,4864965.309241617,-7635.720608749647,1,0
431,431,4864977.6722599985,-7627.063940000534,1,0
432,432,4864965.309241617,-7635.720608749645,1,0
433,433,4864970.979173705,-7632.378938836236,1,0
434,434,4864965.309241617,-7635.720608749647,1,0
435,435,4864965.309241617,-7635.720608749645,1,0
436,436,4864965.309241617,-7635.720608749645,1,0
437,437,4864965.309241617,-7635.720608749647,1,0
438,438,4864965.309241617,-7635.720608749645,1,0
439,439,4864965.309241617,-7635.720608749647,1,0
440,440,4864965.309241617,-7635.720608749647,1,0
441,441,4864965.309241617,-7635.720608749647,1,0
442,442,4864965.309241617,-7635.720608749647,1,0
443,443,4864965.309241617,-7635.720608749647,1,0
444,444,4864965.309241617,-7635.720608749647,1,0
445,445,4864971.230861616,-7636.7258487496865,1,0
446,446,4864965.309241617,-7635.720608749647,1,0
447,447,4864965.309241617,-7635.720608749647,1,0
448,448,4864965.309241617,-7635.720608749647,1,0
449,449,4864972.115201615,-7633.870208750326,1,0
450,450,4864965.309241617,-7635.720608749647,1,0
451,451,4864965.309241617,-7635.720608749647,1,0
452,452,4864975.698973705,-7634.365578835833,1,0
453,453,4864968.617853703,-7632.444578837234,1,0
454,454,4864975.698973704,-7634.365578835833,1,0
455,455,4864969.777353705,-7633.360338835793,1,0
456,456,4864975.698973704,-7634.365578835833,1,0
457,457,4864975.698973704,-7634.365578835833,1,0
458,458,4864969.777353705,-7633.360338835793,1,0
459,459,4864969.777353705,-7633.360338835793,1,0
460,460,4864964.128581616,-7635.753428750147,1,0
461,461,4864964.128581616,-7635.753428750147,1,0
462,462,4864955.858373703,-7639.390878836441,1,0
463,463,4864968.596693704,-7633.393158836293,1,0
464,464,4864966.235373704,-7633.458798837292,1,0
465,465,4864947.8138,-7643.092399999499,1,0
466,466,4864947.8138,-7643.092399999499,1,0
467,467,4864947.8138,-7643.092399999499,1,0
468,468,4864947.8138,-7643.092399999499,1,0
469,469,4864947.8138,-7643.092399999499,1,0
470,470,4864947.8138,-7643.092399999499,1,0
471,471,4864952.199098729,-7641.057505342642,1,0
472,472,4864947.8138,-7643.092399999499,1,0
473,473,4864946.81226,-7644.179999999702,1,0
474,474,4864947.8138,-7643.092399999499,1,0
475,475,4864947.8138,-7643.092399999499,1,0
476,476,4864947.8138,-7643.092399999499,1,0
477,477,4864946.81226,-7644.179999999702,1,0
478,478,4864947.8138,-7643.092399999499,1,0
479,479,4864946.81226,-7644.179999999702,1,0
480,480,4864946.81226,-7644.179999999702,1,0
481,481,4864948.034639998,-7643.482299999892,1,0
482,482,4864954.856833703,-7640.478478836643,1,0
483,483,4864955.858373703,-7639.390878836441,1,0
484,484,4864949.469994975,-7643.600973493705,1,0
485,485,4864947.8172,-7643.097479999809,1,0
486,486,4864951.693914974,-7641.815673493693,1,0
487,487,4864951.697314973,-7641.820753494004,1,0
488,488,4864948.798774975,-7644.507753493735,1,0
489,489,4864950.000914974,-7643.700746827175,1,0
490,490,4864950.000914974,-7643.700746827175,1,0
491,491,4864950.000914974,-7643.700746827175,1,0
492,492,4864951.693914974,-7641.815673493693,1,0
493,493,4864951.208616665,-7640.948144445114,2,0
494,494,4864947.8138,-7643.092399999499,1,0
495,495,4864945.810720001,-7645.267599999905,1,0
496,496,4864946.81226,-7644.179999999702,1,0
497,497,4864947.0331,-7644.569900000095,1,0
498,498,4864946.81226,-7644.179999999702,1,0
499,499,4864946.81226,-7644.179999999702,1,0
500,500,4864946.81226,-7644.179999999702,1,0
501,501,4864946.81226,-7644.179999999702,1,0
502,502,4864961.574490498,-7635.206500908885,2,0
503,503,4864954.860490496,-7639.446894242268,2,0
504,504,4864954.641167162,-7639.058385353233,2,0
505,505,4864954.641167162,-7639.058385353233,2,0
506,506,4864954.641167162,-7639.058385353233,2,0
507,507,4864954.641167162,-7639.058385353233,2,0
508,508,4864954.860490496,-7639.446894242271,2,0
509,509,4864954.860490496,-7639.446894242268,2,0
510,510,4864888.774785629,-7491.761332927051,2,1
511,511,4864954.641167162,-7639.058385353233,2,0
512,512,4864954.641167162,-7639.058385353233,2,0
513,513,4864954.860490496,-7639.446894242271,2,0
514,514,4864954.860490496,-7639.446894242271,2,0
515,515,4864951.382767161,-7641.316338686591,2,0
516,516,4864954.641167162,-7639.058385353233,2,0
517,517,4864954.641167162,-7639.058385353233,2,0
518,518,4864954.641167162,-7639.058385353233,2,0
519,519,4864954.641167162,-7639.058385353233,2,0
520,520,4864954.860490496,-7639.446894242268,2,0
521,521,4864961.5653904965,-7635.2127209083765,2,0
522,522,4864958.662899999,-7637.940953333923,2,0
523,523,4864948.005876663,-7643.280317778679,2,0
524,524,4864948.005876663,-7643.280317778679,2,0
525,525,4864948.005876663,-7643.280317778679,2,0
526,526,4864954.939199999,-7639.4284333343285,2,0
527,527,4864948.024599997,-7643.388233334073,2,0
528,528,4864948.024599997,-7643.388233334073,2,0
529,529,4864951.480199998,-7641.4057933340455,1,0
530,530,4864954.939199999,-7639.4284333343285,1,0
531,531,4864954.939199999,-7639.4284333343285,1,0
532,532,4864948.242039998,-7643.7730533341555,1,0
533,533,4864948.223316664,-7643.665137778761,1,0
534,534,4864947.240499998,-7644.860653334358,1,0
535,535,4864947.000936665,-7644.362837778571,1,0
536,536,4864947.000936665,-7644.362837778571,1,0
537,537,4864947.000936665,-7644.362837778571,1,0
538,538,4864947.240499998,-7644.860653334358,1,0
539,539,4864947.240499998,-7644.860653334358,1,0
540,540,4864947.019659999,-7644.470753333965,1,0
541,541,4864947.000936665,-7644.362837778571,1,0
542,542,4864947.000936665,-7644.362837778571,1,0
543,543,4864947.808676663,-7643.004804445348,2,0
544,544,4864947.808676663,-7643.004804445348,2,0
545,545,4864947.808676663,-7643.004804445348,2,0
546,546,4864947.808676663,-7643.004804445348,2,0
547,547,4864948.005876663,-7643.280317778679,2,0
548,548,4864948.005876663,-7643.280317778679,2,0
549,549,4864948.005876663,-7643.280317778679,1,0
550,550,4864948.005876663,-7643.280317778679,1,0
551,551,4864946.803736663,-7644.0873244452405,2,0
552,552,4864958.317016667,-7637.258777778388,2,0
553,553,4864948.027999997,-7643.3933133343835,2,0
554,554,4864958.317016667,-7637.258777778388,2,0
