,LATITUDE,LONGITUDE,FLOOR,BUILDINGID
65,4864985.52106,-7629.557440000028,1,0
66,4864982.98232,-7625.223920000344,2,0
67,4864980.97516,-7621.553540000319,2,0
68,4864979.839980001,-7621.22812000066,2,0
69,4864979.839980001,-7621.22812000066,2,0
70,4864982.98232,-7625.223920000344,2,0
71,4864982.98232,-7625.223920000344,2,0
72,4864979.72112,-7621.643000000715,2,0
73,4864982.98232,-7625.223920000344,2,0
74,4864982.98232,-7625.223920000344,2,0
75,4864982.98232,-7625.223920000344,2,0
76,4864982.98232,-7625.223920000344,2,0
77,4864980.856299999,-7621.968420000374,2,0
78,4864980.537519999,-7623.080400000513,2,0
79,4864980.537519999,-7623.080400000513,2,0
80,4864980.537519999,-7623.080400000513,2,0
81,4864979.72112,-7621.643000000715,2,0
82,4864980.69566,-7622.686680000275,1,0
83,4864979.56048,-7622.361260000616,1,0
84,4864977.55332,-7618.690880000591,1,0
85,4864978.55396,-7618.55020000115,1,0
86,4864978.55396,-7618.55020000115,1,0
87,4864978.55396,-7618.55020000115,1,0
88,4864978.55396,-7618.55020000115,1,0
89,4864980.561120001,-7622.220580001175,1,0
90,4864977.713959999,-7617.97262000069,2,0
91,4864980.561120001,-7622.220580001175,1,0
92,4864980.561120001,-7622.220580001175,1,0
93,4864980.561120001,-7622.220580001175,1,0
94,4864980.561120001,-7622.220580001175,1,0
95,4864980.561120001,-7622.220580001175,1,0
96,4864980.561120001,-7622.220580001175,1,0
97,4864980.561120001,-7622.220580001175,1,0
98,4864980.561120001,-7622.220580001175,1,0
99,4864980.561120001,-7622.220580001175,1,0
100,4864980.561120001,-7622.220580001175,1,0
101,4864980.561120001,-7622.220580001175,1,0
102,4864980.561120001,-7622.220580001175,1,0
103,4864979.054862512,-7617.325854842471,1,0
104,4864979.922880183,-7616.833682624211,1,0
105,4864978.234500183,-7612.051322624048,1,0
106,4864980.12348,-7623.747440001369,1,0
107,4864980.668860001,-7621.844860000909,1,0
108,4864980.12348,-7623.747440001369,1,0
109,4864980.12348,-7623.747440001369,1,0
110,4864980.12348,-7623.747440001369,1,0
111,4864978.55396,-7618.55020000115,1,0
112,4864980.561120001,-7622.220580001175,1,0
113,4864981.93072,-7628.114920001477,1,0
114,4864981.93072,-7628.114920001477,1,0
115,4864982.95482,-7628.857440001518,1,0
116,4864986.223800001,-7632.440580001474,1,0
117,4864986.223800001,-7632.440580001474,1,0
118,4864984.91024,-7627.765620001405,1,0
119,4864980.561120001,-7622.220580001175,1,0
120,4864980.561120001,-7622.220580001175,1,0
121,4864983.392460001,-7627.330580001324,1,0
122,4864983.392460001,-7627.330580001324,1,0
123,4864980.561120001,-7622.220580001175,1,0
124,4864980.561120001,-7622.220580001175,1,0
125,4864980.561120001,-7622.220580001175,1,0
126,4864978.435099999,-7618.965080001205,1,0
127,4864977.485342513,-7612.128614842253,1,0
128,4864977.485342513,-7612.128614842253,1,0
129,4864977.485342513,-7612.128614842253,1,0
130,4864980.561120001,-7622.220580001175,1,0
131,4864980.561120001,-7622.220580001175,1,0
132,4864980.561120001,-7622.220580001175,1,0
133,4864980.561120001,-7622.220580001175,1,0
134,4864980.561120001,-7622.220580001175,1,0
135,4864980.561120001,-7622.220580001175,1,0
136,4864980.561120001,-7622.220580001175,1,0
137,4864983.392460001,-7627.330580001324,1,0
138,4864981.7040800005,-7622.548220001161,1,0
139,4864983.392460001,-7627.330580001324,1,0
140,4864980.561120001,-7622.220580001175,1,0
141,4864981.7040800005,-7622.548220001161,1,0
142,4864981.7040800005,-7622.548220001161,1,0
143,4864983.392460001,-7627.330580001324,2,0
144,4864980.86408,-7621.970640000701,2,0
145,4864982.990100001,-7625.226140000671,2,0
146,4864982.990100001,-7625.226140000671,2,0
147,4864979.72112,-7621.643000000715,2,0
148,4864984.678480001,-7630.008500000835,2,0
149,4864979.72112,-7621.643000000715,2,0
150,4864984.678480001,-7630.008500000835,2,0
151,4864986.661440002,-7630.91372000128,1,0
152,4864981.847140001,-7624.898500000685,2,0
153,4864983.392460001,-7627.330580001324,1,0
154,4864992.787388867,-7633.895846035399,1,0
155,4864992.876720001,-7636.993600001186,1,0
156,4864994.445308867,-7637.291706035353,1,0
157,4865000.157640001,-7638.806040000915,1,0
158,4864997.496900002,-7638.043360000849,1,0
159,4864997.496900002,-7638.043360000849,1,0
160,4864990.7507,-7633.738100001216,1,0
161,4864980.12348,-7623.747440001369,1,0
162,4864979.283479999,-7623.169860000909,1,0
163,4864978.435099999,-7618.965080001205,1,0
164,4864979.283479999,-7623.169860000909,1,0
165,4864978.435099999,-7618.965080001205,1,0
166,4864978.435099999,-7618.965080001205,1,0
167,4864978.435099999,-7618.965080001205,1,0
168,4864978.03274,-7616.860640000552,1,0
169,4864978.8727400005,-7617.438220001012,1,0
170,4864978.03274,-7616.860640000552,1,0
171,4864978.435099999,-7618.965080001205,1,0
172,4864989.67056,-7631.776200000942,1,0
173,4864986.661440002,-7630.91372000128,1,0
174,4864984.535420001,-7627.65822000131,1,0
175,4864983.392460001,-7627.330580001324,1,0
176,4864983.392460001,-7627.330580001324,1,0
177,4864983.392460001,-7627.330580001324,1,0
178,4864983.392460001,-7627.330580001324,1,0
179,4864983.392460001,-7627.330580001324,1,0
180,4864983.392460001,-7627.330580001324,1,0
181,4864983.392460001,-7627.330580001324,1,0
182,4864986.223800001,-7632.440580001474,1,0
183,4865002.796200002,-7639.562400001288,1,0
184,4865005.07482,-7640.215520000458,1,0
185,4865001.610780001,-7639.4971600010995,1,0
186,4864994.0969288675,-7637.191906035759,1,0
187,4864994.0969288675,-7637.191906035759,1,0
188,4865001.610780001,-7639.4971600010995,1,0
189,4865001.610780001,-7639.4971600010995,1,0
190,4865001.610780001,-7639.4971600010995,1,0
191,4865001.610780001,-7639.4971600010995,1,0
192,4865001.610780001,-7639.4971600010995,1,0
193,4865001.610780001,-7639.4971600010995,1,0
194,4865001.610780001,-7639.4971600010995,1,0
195,4865000.08522,-7639.059900000691,2,0
196,4865001.610780001,-7639.4971600010995,1,0
197,4865001.610780001,-7639.4971600010995,1,0
198,4865001.610780001,-7639.4971600010995,1,0
199,4865001.610780001,-7639.4971600010995,1,0
200,4865001.610780001,-7639.4971600010995,1,0
201,4865001.610780001,-7639.4971600010995,1,0
202,4865001.608660656,-7639.4612129889665,1,0
203,4865006.942637601,-7640.601842231381,1,0
204,4865005.3916576,-7640.157202231962,1,0
205,4865005.3916576,-7640.157202231962,1,0
206,4865005.3916576,-7640.157202231962,1,0
207,4865008.39235274,-7641.115445440245,1,0
208,4865008.39235274,-7641.115445440245,1,0
209,4865009.943332741,-7641.560085439664,1,0
210,4865003.561957601,-7639.632782232094,1,0
211,4865003.561957601,-7639.632782232094,1,0
212,4865007.7826927425,-7640.391705439967,1,0
213,4865006.224132742,-7640.219465440494,2,0
214,4865006.224132742,-7640.219465440494,1,0
215,4865007.7826927425,-7640.391705439967,1,0
216,4865008.183572742,-7640.50654544009,1,0
217,4865008.121212741,-7640.76326543985,1,0
218,4865008.046252741,-7641.016285440308,1,0
219,4865008.046252741,-7641.016285440308,1,0
220,4865007.416199001,-7640.738030631105,1,0
221,4865009.313279,-7641.281830630462,1,0
222,4865010.005692741,-7641.303365439904,1,0
223,4865007.004997602,-7640.345122231622,1,0
224,4865005.045557601,-7640.0580422320245,1,0
225,4865007.004997602,-7640.345122231622,1,0
226,4865006.604117601,-7640.230282231499,1,0
227,4865009.841786261,-7640.935325190452,1,0
228,4865007.707732742,-7640.644725440425,1,0
229,4865007.004997602,-7640.345122231622,1,0
230,4865006.604117602,-7640.230282231499,1,0
231,4865006.529157601,-7640.483302231956,2,0
232,4865007.004997602,-7640.345122231622,1,0
233,4865007.004997602,-7640.345122231622,1,0
234,4865012.16074626,-7641.599985189763,1,0
235,4865012.16074626,-7641.599985189763,1,0
236,4865007.927540002,-7640.2096400000155,1,0
237,4865009.663646935,-7640.582118720134,1,0
238,4865012.544179203,-7641.200659773334,2,0
239,4865009.663646935,-7640.582118720134,1,0
240,4865009.663646935,-7640.582118720134,1,0
241,4865009.663646935,-7640.582118720134,1,0
242,4865010.63680626,-7641.163185189692,1,0
243,4865009.886980003,-7640.496719999612,1,0
244,4865014.038580002,-7641.686759999395,1,0
245,4865012.514640002,-7641.2499599993225,1,0
246,4865014.038580002,-7641.686759999395,1,0
247,4865013.637700002,-7641.571919999272,1,0
248,4865012.514640002,-7641.2499599993225,1,0
249,4865011.010040003,-7640.81867999956,1,0
250,4865011.010040003,-7640.81867999956,1,0
251,4865012.915520002,-7641.3647999994455,1,0
252,4865011.010040003,-7640.81867999956,1,0
253,4865011.348560003,-7641.190239999443,1,0
254,4865010.947680002,-7641.07539999932,1,0
255,4865010.947680002,-7641.07539999932,1,0
256,4865011.348560003,-7641.190239999443,1,0
257,4865010.947680002,-7641.07539999932,1,0
258,4865010.947680002,-7641.07539999932,1,0
259,4865010.947680002,-7641.07539999932,1,0
260,4865009.824620003,-7640.753439999372,1,0
261,4865010.947680002,-7641.07539999932,1,0
262,4865009.0506000025,-7640.531599999964,1,0
263,4865010.947680002,-7641.07539999932,1,0
264,4865010.947680002,-7641.07539999932,1,0
265,4865010.947680002,-7641.07539999932,1,0
266,4865009.0506000025,-7640.531599999964,1,0
267,4865009.0506000025,-7640.531599999964,1,0
268,4865009.451480003,-7640.646440000087,1,0
269,4865009.0506000025,-7640.531599999964,1,0
270,4865009.0506000025,-7640.531599999964,1,0
271,4865009.0506000025,-7640.531599999964,1,0
272,4865006.341240002,-7640.029559999704,1,0
273,4865004.78246626,-7640.034105190663,1,0
274,4865004.78246626,-7640.034105190663,1,0
275,4865005.711186262,-7639.751305190502,1,0
276,4865008.731326262,-7640.617065189806,2,0
277,4865007.899800003,-7640.201799999178,1,0
278,4865006.050526934,-7640.095578720738,2,0
279,4865005.704426934,-7639.996418720801,1,0
280,4865005.704426934,-7639.996418720801,2,0
281,4865005.704426934,-7639.996418720801,2,0
282,4865005.744766934,-7640.007958720942,1,0
283,4865008.073960001,-7641.0752599999305,1,0
284,4865006.55002,-7640.638459999859,1,0
285,4865006.258486259,-7640.73176519054,1,0
286,4865006.258486259,-7640.73176519054,1,0
287,4865007.47094626,-7640.804845190076,1,0
288,4865006.33344626,-7640.47874519008,1,0
289,4865007.518866261,-7640.54398519027,1,0
290,4865009.132206261,-7640.731905189929,1,0
291,4865009.601286935,-7640.838838719894,1,0
292,4865003.577800001,-7639.511840000749,1,0
293,4865004.967806933,-7639.785158720928,1,0
294,4865004.967806933,-7639.78515872093,1,0
295,4865004.967806933,-7639.78515872093,1,0
296,4865004.967806933,-7639.78515872093,1,0
297,4865003.577800001,-7639.511840000749,1,0
298,4865004.967806933,-7639.78515872093,1,0
299,4865004.967806933,-7639.78515872093,1,0
300,4865004.905446934,-7640.04187872069,1,0
301,4865004.967806933,-7639.78515872093,1,0
302,4865005.306326933,-7640.156718720813,1,0
303,4864998.5443,-7638.618120001256,1,0
304,4864999.713700001,-7638.953360001743,1,0
305,4864999.367600001,-7638.854200001804,1,0
306,4864999.713700001,-7638.953360001743,1,0
307,4865000.095280001,-7639.062760000675,1,0
308,4865001.610780001,-7639.4971600010995,1,0
309,4865003.286480002,-7639.428360000998,1,0
310,4865000.223424861,-7638.726836792474,1,0
311,4865001.610780001,-7639.4971600010995,1,0
312,4865002.174220001,-7639.102660000324,1,0
313,4865002.174220001,-7639.102660000324,1,0
314,4864995.646273727,-7637.537922826571,1,0
315,4864999.054024861,-7638.391596791989,1,0
316,4864991.951664859,-7633.984316792434,1,0
317,4864982.98232,-7625.223920000344,1,0
318,4864995.646273727,-7637.537922826571,1,0
319,4864999.131273727,-7638.262262826574,1,0
320,4864990.859513726,-7633.519742826534,1,0
321,4864995.646273727,-7637.537922826571,2,0
322,4864995.646273727,-7637.537922826571,2,0
323,4864989.814560656,-7635.743852988655,2,0
324,4864989.841160001,-7636.123520001024,1,0
325,4864984.535420001,-7627.65822000131,1,0
326,4864986.223800001,-7632.440580001474,1,0
327,4864984.8838,-7627.758020000905,1,0
328,4864984.535420001,-7627.65822000131,1,0
329,4864984.535420001,-7627.65822000131,1,0
330,4864983.392460001,-7627.330580001324,1,0
331,4864987.71514,-7632.868020001054,1,0
332,4864980.856299999,-7621.968420000374,1,0
333,4864985.80588,-7630.331700000167,2,0
334,4864985.80588,-7630.331700000167,2,0
335,4864985.80588,-7630.331700000167,2,0
336,4864985.80588,-7630.331700000167,2,0
337,4864984.1175,-7625.549340000003,2,0
338,4864985.80588,-7630.331700000167,2,0
339,4864985.80588,-7630.331700000167,2,0
340,4864984.1175,-7625.549340000003,2,0
341,4864982.98232,-7625.223920000344,2,0
342,4864982.98232,-7625.223920000344,2,0
343,4864981.476062512,-7620.32919484164,2,0
344,4864981.4095,-7626.425360000879,2,0
345,4864978.652502513,-7615.221414841818,2,0
346,4864979.72112,-7621.643000000715,2,0
347,4864979.72112,-7621.643000000715,2,0
348,4864978.652502513,-7615.221414841818,2,0
349,4864978.652502513,-7615.221414841818,2,0
350,4864978.652502513,-7615.221414841818,2,0
351,4864978.652502513,-7615.221414841818,2,0
352,4864979.492502513,-7615.798994842278,2,0
353,4864977.604179998,-7620.379180001468,1,0
354,4864979.492502513,-7615.798994842278,1,0
355,4864977.366482513,-7612.543494842308,1,0
356,4864984.535420001,-7627.65822000131,1,0
357,4864986.661440002,-7630.91372000128,1,0
358,4864989.898300001,-7636.133060000837,1,0
359,4864989.492780002,-7636.023720001429,1,0
360,4864986.661440002,-7630.91372000128,1,0
361,4864986.661440002,-7630.91372000128,1,0
362,4864980.561120001,-7622.220580001175,1,0
363,4864979.090142514,-7613.694554841624,1,0
364,4864979.090142514,-7613.694554841624,1,0
365,4864978.55396,-7618.55020000115,1,0
366,4864978.55396,-7618.55020000115,1,0
367,4864978.55396,-7618.55020000115,1,0
368,4864980.561120001,-7622.220580001175,1,0
369,4864980.561120001,-7622.220580001175,1,0
370,4864979.72112,-7621.643000000715,1,0
371,4864980.561120001,-7622.220580001175,1,0
372,4864980.787602512,-7620.46859484251,1,0
373,4864979.730199998,-7623.634680001438,1,0
374,4864977.366482513,-7612.543494842308,1,0
375,4864979.054862512,-7617.325854842471,1,0
376,4864983.392460001,-7627.330580001324,1,0
377,4864980.561120001,-7622.220580001175,1,0
378,4864983.392460001,-7627.330580001324,1,0
379,4864980.787602512,-7620.46859484251,1,0
380,4864986.223800001,-7632.440580001474,1,0
381,4864978.661582512,-7617.21309484254,1,0
382,4864982.248919999,-7627.969400001317,1,0
383,4864983.93788,-7631.785300001502,1,0
384,4864982.6249400005,-7628.111160001159,2,0
385,4864978.349502513,-7609.114074841993,2,0
386,4864977.804122513,-7611.016634842114,2,0
387,4864980.561120001,-7622.220580001175,2,0
388,4864980.561120001,-7622.220580001175,2,0
389,4864980.561120001,-7622.220580001175,2,0
390,4864977.997459998,-7620.491940001399,2,0
391,4864979.685839999,-7625.274300001562,2,0
392,4864979.72112,-7621.643000000715,2,0
393,4864978.652502513,-7615.221414841818,2,0
394,4864982.98232,-7625.223920000344,2,0
395,4864980.97516,-7621.553540000319,2,0
396,4864980.97516,-7621.553540000319,2,0
397,4864977.713959999,-7617.97262000069,1,0
398,4864979.839980001,-7621.22812000066,1,0
399,4864979.839980001,-7621.22812000066,1,0
400,4864978.55396,-7618.55020000115,1,0
401,4864978.55396,-7618.55020000115,1,0
402,4864977.713959999,-7617.97262000069,1,0
403,4864978.342240183,-7611.675602623783,1,0
404,4864977.047702512,-7613.655474842446,1,0
405,4864977.911862513,-7610.640914841848,1,0
406,4864977.485342513,-7612.128614842253,1,0
407,4864978.349502513,-7609.114074841993,1,0
408,4864979.173722513,-7616.910974842416,1,0
409,4864980.787602512,-7620.46859484251,1,0
410,4864978.349502513,-7609.114074841993,1,0
411,4864977.485342513,-7612.128614842253,1,0
412,4864979.283479999,-7623.169860000909,1,0
413,4864979.861542514,-7612.107234841691,1,0
414,4864977.713959999,-7617.97262000069,1,0
415,4864977.872869098,-7620.297460362953,1,0
416,4864977.872869098,-7620.297460362953,1,0
417,4864977.024489098,-7616.092680363249,1,0
418,4864977.91258,-7620.261740000546,1,0
419,4864977.276319998,-7619.4994800008835,1,0
420,4864978.1099000005,-7625.537080000341,1,0
421,4864977.91258,-7620.261740000546,1,0
422,4864970.780553704,-7630.089818836379,1,0
423,4864971.986993705,-7633.203778835761,1,0
424,4864965.309241617,-7635.720608749647,1,0
425,4864970.780553704,-7630.089818836379,1,0
426,4864965.309241617,-7635.720608749647,1,0
427,4864965.309241617,-7635.720608749647,1,0
428,4864965.309241617,-7635.720608749647,1,0
429,4864965.309241617,-7635.720608749647,1,0
430,4864965.309241617,-7635.720608749647,1,0
431,4864977.672259999,-7627.063940000534,1,0
432,4864965.309241617,-7635.720608749645,1,0
433,4864970.979173705,-7632.378938836235,1,0
434,4864965.309241617,-7635.720608749647,1,0
435,4864965.309241617,-7635.720608749645,1,0
436,4864965.309241617,-7635.720608749645,1,0
437,4864965.309241617,-7635.720608749647,1,0
438,4864965.309241617,-7635.720608749645,1,0
439,4864965.309241617,-7635.720608749647,1,0
440,4864965.309241617,-7635.720608749647,1,0
441,4864965.309241617,-7635.720608749647,1,0
442,4864965.309241617,-7635.720608749647,1,0
443,4864965.309241617,-7635.720608749647,1,0
444,4864965.309241617,-7635.720608749647,1,0
445,4864971.230861616,-7636.725848749686,1,0
446,4864965.309241617,-7635.720608749647,1,0
447,4864965.309241617,-7635.720608749647,1,0
448,4864965.309241617,-7635.720608749647,1,0
449,4864972.115201615,-7633.870208750326,1,0
450,4864965.309241617,-7635.720608749647,1,0
451,4864965.309241617,-7635.720608749647,1,0
452,4864975.698973705,-7634.365578835833,1,0
453,4864968.617853703,-7632.444578837234,1,0
454,4864975.698973704,-7634.365578835833,1,0
455,4864969.777353705,-7633.360338835793,1,0
456,4864975.698973704,-7634.365578835833,1,0
457,4864975.698973704,-7634.365578835833,1,0
458,4864969.777353705,-7633.360338835793,1,0
459,4864969.777353705,-7633.360338835793,1,0
460,4864964.128581616,-7635.753428750146,1,0
461,4864964.128581616,-7635.753428750146,1,0
462,4864955.8583737025,-7639.390878836441,1,0
463,4864968.596693704,-7633.393158836293,1,0
464,4864966.235373704,-7633.458798837292,1,0
465,4864947.8138,-7643.092399999499,1,0
466,4864947.8138,-7643.092399999499,1,0
467,4864947.8138,-7643.092399999499,1,0
468,4864947.8138,-7643.092399999499,1,0
469,4864947.8138,-7643.092399999499,1,0
470,4864947.8138,-7643.092399999499,1,0
471,4864952.199098729,-7641.057505342641,1,0
472,4864947.8138,-7643.092399999499,1,0
473,4864946.81226,-7644.179999999702,1,0
474,4864947.8138,-7643.092399999499,1,0
475,4864947.8138,-7643.092399999499,1,0
476,4864947.8138,-7643.092399999499,1,0
477,4864946.81226,-7644.179999999702,1,0
478,4864947.8138,-7643.092399999499,1,0
479,4864946.81226,-7644.179999999702,1,0
480,4864946.81226,-7644.179999999702,1,0
481,4864948.034639999,-7643.482299999892,1,0
482,4864954.856833703,-7640.478478836643,1,0
483,4864955.858373703,-7639.390878836441,1,0
484,4864949.469994975,-7643.600973493705,1,0
485,4864947.8171999995,-7643.09747999981,1,0
486,4864951.693914974,-7641.815673493693,1,0
487,4864951.697314973,-7641.820753494004,1,0
488,4864948.798774975,-7644.507753493735,1,0
489,4864950.000914974,-7643.700746827175,1,0
490,4864950.000914974,-7643.700746827175,1,0
491,4864950.000914974,-7643.700746827175,1,0
492,4864951.693914974,-7641.815673493693,1,0
493,4864951.208616665,-7640.948144445113,2,0
494,4864947.8138,-7643.092399999499,1,0
495,4864945.810720001,-7645.267599999905,1,0
496,4864946.81226,-7644.179999999702,1,0
497,4864947.0331,-7644.569900000095,1,0
498,4864946.81226,-7644.179999999702,1,0
499,4864946.81226,-7644.179999999702,1,0
500,4864946.81226,-7644.179999999702,1,0
501,4864946.81226,-7644.179999999702,1,0
502,4864961.574490498,-7635.206500908884,2,0
503,4864954.860490496,-7639.446894242268,2,0
504,4864954.641167162,-7639.058385353232,2,0
505,4864954.641167162,-7639.058385353232,2,0
506,4864954.641167162,-7639.058385353232,2,0
507,4864954.641167162,-7639.058385353232,2,0
508,4864954.860490496,-7639.44689424227,2,0
509,4864954.860490496,-7639.446894242268,2,0
510,4864888.774785629,-7491.761332927051,2,0
511,4864954.641167162,-7639.058385353232,2,0
512,4864954.641167162,-7639.058385353232,2,0
513,4864954.860490496,-7639.44689424227,2,0
514,4864954.860490496,-7639.44689424227,2,0
515,4864951.382767161,-7641.31633868659,2,0
516,4864954.641167162,-7639.058385353232,2,0
517,4864954.641167162,-7639.058385353232,2,0
518,4864954.641167162,-7639.058385353232,2,0
519,4864954.641167162,-7639.058385353232,2,0
520,4864954.860490496,-7639.446894242268,2,0
521,4864961.565390497,-7635.212720908376,2,0
522,4864958.662899999,-7637.940953333923,2,0
523,4864948.005876663,-7643.280317778679,2,0
524,4864948.005876663,-7643.280317778679,2,0
525,4864948.005876663,-7643.280317778679,2,0
526,4864954.939199999,-7639.428433334329,2,0
527,4864948.024599997,-7643.388233334073,2,0
528,4864948.024599997,-7643.388233334073,2,0
529,4864951.480199998,-7641.405793334046,1,0
530,4864954.939199999,-7639.428433334329,1,0
531,4864954.939199999,-7639.428433334329,1,0
532,4864948.242039998,-7643.7730533341555,1,0
533,4864948.223316664,-7643.665137778761,1,0
534,4864947.240499998,-7644.860653334358,1,0
535,4864947.000936665,-7644.36283777857,1,0
536,4864947.000936665,-7644.36283777857,1,0
537,4864947.000936665,-7644.36283777857,1,0
538,4864947.240499998,-7644.860653334358,1,0
539,4864947.240499998,-7644.860653334358,1,0
540,4864947.019659999,-7644.470753333965,1,0
541,4864947.000936665,-7644.36283777857,1,0
542,4864947.000936665,-7644.36283777857,1,0
543,4864947.808676663,-7643.004804445348,2,0
544,4864947.808676663,-7643.004804445348,2,0
545,4864947.808676663,-7643.004804445348,2,0
546,4864947.808676663,-7643.004804445348,2,0
547,4864948.005876663,-7643.280317778679,2,0
548,4864948.005876663,-7643.280317778679,2,0
549,4864948.005876663,-7643.280317778679,1,0
550,4864948.005876663,-7643.280317778679,1,0
551,4864946.803736664,-7644.08732444524,2,0
552,4864958.317016667,-7637.258777778389,2,0
553,4864948.027999997,-7643.393313334384,2,0
554,4864958.317016667,-7637.258777778389,2,0
555,4864958.293098485,-7637.242843232707,2,0
556,4864958.317016667,-7637.258777778389,2,0
557,4864958.317016667,-7637.258777778389,2,0
558,4864954.861416666,-7639.241217778416,2,0
559,4864951.64198,-7641.7163933339225,1,0
560,4864958.260430498,-7637.390234242035,1,0
561,4864951.64198,-7641.716393333921,2,0
562,4864954.851390497,-7639.45311424176,2,0
563,4864958.041107165,-7637.001725352997,2,0
564,4864958.041107165,-7637.001725352997,2,0
565,4864958.041107165,-7637.001725352997,2,0
566,4864958.041107165,-7637.001725352997,2,0
567,4864954.860490497,-7639.44689424227,2,0
568,4864954.860490497,-7639.44689424227,2,0
569,4864958.316090497,-7637.464454242241,2,0
570,4864958.316090497,-7637.464454242241,2,0
571,4864958.316090497,-7637.464454242241,2,0
572,4864958.316090498,-7637.464454242241,2,0
573,4864958.316090498,-7637.464454242241,2,0
574,4864958.575090497,-7637.965634241354,2,0
575,4864958.3526818175,-7637.442498787605,2,0
576,4864954.866208677,-7639.475268786936,2,0
577,4864958.100690497,-7637.201380907895,2,0
578,4864958.3526818175,-7637.442498787605,2,0
579,4864958.100690497,-7637.201380907895,2,0
580,4864954.866208677,-7639.475268786936,2,0
581,4864958.100690497,-7637.201380907895,2,0
582,4864961.556290498,-7635.218940907868,2,0
583,4864958.124608678,-7637.217315453578,2,0
584,4864949.261580001,-7644.400300000608,2,0
585,4864962.8404,-7635.480933334181,2,0
586,4864959.306090497,-7637.481834242147,2,0
587,4864959.306090497,-7637.481834242147,2,0
588,4864959.384799999,-7637.463373334208,2,0
589,4864962.564490498,-7635.223880908789,2,0
590,4864958.103950499,-7638.288840908708,2,0
591,4864959.384799999,-7637.463373334208,2,0
592,4864943.811040002,-7647.447880000621,2,0
593,4864946.803736664,-7644.08732444524,2,0
594,4864946.803736664,-7644.08732444524,2,0
595,4864947.808676663,-7643.004804445348,2,0
596,4864947.808676663,-7643.004804445348,2,0
597,4864947.808676663,-7643.004804445348,1,0
598,4864947.805276664,-7642.999724445037,1,0
599,4864944.81598,-7646.365360000729,1,0
600,4864944.81598,-7646.365360000729,1,0
601,4864944.81598,-7646.365360000729,1,0
602,4864943.811040002,-7647.447880000621,1,0
603,4864947.808676663,-7643.004804445348,1,0
604,4864944.81598,-7646.365360000729,1,0
605,4864946.01812,-7645.558353334169,1,0
606,4864948.048239997,-7643.502620001137,1,0
607,4864948.044839998,-7643.497540000826,1,0
