,LATITUDE,LONGITUDE,FLOOR,BUILDINGID
121,4864987.49426,-7635.114059999585,2,0
122,4864982.492584405,-7624.42491635913,1,0
123,4864978.491683748,-7619.014983371366,1,0
124,4864987.49426,-7635.114060000051,2,0
125,4864978.491683748,-7619.014983371366,1,0
126,4864977.532075524,-7611.618598589441,1,0
127,4864980.327455523,-7616.87755858968,1,0
128,4864980.327455523,-7616.87755858968,1,0
129,4864980.327455523,-7616.87755858968,1,0
130,4864982.492584404,-7624.424916359596,1,0
131,4864981.287063747,-7624.273943371372,1,0
132,4864980.180063748,-7623.797343371203,1,0
133,4864978.491683748,-7619.014983371366,1,0
134,4864987.49426,-7635.114059999585,2,0
135,4864977.294237997,-7612.345638529863,1,0
136,4864978.491683748,-7619.014983371366,1,0
137,4864978.491683748,-7619.014983371366,1,0
138,4864978.491683748,-7619.014983371366,1,0
139,4864978.491683748,-7619.014983371366,1,0
140,4864978.491683748,-7619.014983371366,1,0
141,4864978.491683748,-7619.0149833718315,1,0
142,4864982.430023747,-7624.601583371637,1,0
143,4864981.323023748,-7624.124983371468,1,0
144,4864987.49426,-7635.114059999585,2,0
145,4864987.49426,-7635.114059999585,2,0
146,4864987.49426,-7635.114059999585,2,0
147,4864982.930224405,-7622.898056359962,1,0
148,4864987.49426,-7635.114060000051,2,0
149,4864987.49426,-7635.114060000051,2,0
150,4864987.49426,-7635.114059999585,2,0
151,4864984.592003748,-7627.708123371704,1,0
152,4864987.49426,-7635.114060000051,2,0
153,4864985.761564405,-7628.008056360064,1,0
154,4864990.074724404,-7633.7020563595,1,0
155,4864988.869364403,-7633.515776360175,1,0
156,4864991.530104404,-7634.278456359403,1,0
157,4864991.878323747,-7634.41356337117,1,0
158,4864991.530104404,-7634.278456359403,1,0
159,4864992.735464403,-7634.464736359892,1,0
160,4864990.074724404,-7633.7020563595,1,0
161,4864985.725604404,-7628.157016359502,1,0
162,4864984.568777476,-7621.173203848535,1,0
163,4864987.49426,-7635.114060000051,2,0
164,4864987.49426,-7635.114060000051,2,0
165,4864987.49426,-7635.114060000051,2,0
166,4864981.001423107,-7619.229984088335,1,0
167,4864987.49426,-7635.114060000051,2,0
168,4864987.49426,-7635.114060000051,2,0
169,4864977.000522452,-7613.820051099872,1,0
170,4864987.49426,-7635.114060000051,2,0
171,4864985.725604404,-7628.157016359502,1,0
172,4864990.074724404,-7633.7020563595,1,0
173,4864985.761564406,-7628.008056359598,1,0
174,4864982.492584404,-7624.424916359829,1,0
175,4864981.323023748,-7624.124983371468,1,0
176,4864981.323023748,-7624.1249833724,1,0
177,4864981.323023748,-7624.124983371468,1,0
178,4864981.323023748,-7624.124983371468,1,0
179,4864981.323023748,-7624.124983371468,1,0
180,4864981.323023747,-7624.124983371934,1,0
181,4864987.49426,-7635.114059999585,2,0
182,4864988.592904406,-7633.118056359701,1,0
183,4865002.796200002,-7639.562400000868,1,0
184,4865003.17774,-7639.671720000682,1,0
185,4865001.610780001,-7639.497160000959,1,0
186,4864991.991532613,-7634.135269406019,1,0
187,4864992.735464403,-7634.464736359892,1,0
188,4864992.735464405,-7634.464736359427,1,0
189,4864997.811740657,-7638.532172988635,1,0
190,4864996.260280658,-7638.246732989093,1,0
191,4864993.083844405,-7634.5645363600925,1,0
192,4865001.262560657,-7639.362052988727,1,0
193,4864994.635304404,-7634.849976359634,1,0
194,4865001.262560657,-7639.362052989192,1,0
195,4865001.262560657,-7639.362052988727,1,0
196,4865001.262560657,-7639.362052989192,1,0
197,4865001.262560657,-7639.362052989192,1,0
198,4865001.610780001,-7639.497160000959,1,0
199,4865001.262560657,-7639.362052989192,1,0
200,4865001.610780001,-7639.497160000959,1,0
201,4864998.492279999,-7638.6032600000035,2,0
202,4865004.5573031055,-7639.924954539863,2,0
203,4865008.128057601,-7640.667082231259,1,0
204,4865006.915544895,-7640.556218596874,1,0
205,4865003.44806,-7639.749180000508,2,0
206,4865002.310559999,-7639.423080000794,2,0
207,4865008.39235274,-7641.115445440402,1,0
208,4865009.978600035,-7641.257741805399,1,0
209,4865010.005692741,-7641.303365440108,1,0
210,4865006.25090555,-7640.206233736128,1,0
211,4865006.25090555,-7640.206233736128,1,0
212,4865007.73450555,-7640.631493736757,1,0
213,4865007.73450555,-7640.631493736757,1,0
214,4865007.73450555,-7640.631493736291,1,0
215,4865007.73450555,-7640.631493736757,1,0
216,4865008.120892845,-7640.704410101054,1,0
217,4865008.120892845,-7640.704410101054,1,0
218,4865008.120892846,-7640.704410100589,1,0
219,4865009.604492845,-7641.129670100752,1,0
220,4865009.604492845,-7641.129670100752,1,0
221,4865009.604492845,-7641.129670100752,1,0
222,4865008.120892846,-7640.704410100589,1,0
223,4865009.604492845,-7641.129670100752,1,0
224,4865009.604492845,-7641.129670100752,1,0
225,4865007.017277705,-7640.289966891985,1,0
226,4865009.604492845,-7641.129670100752,1,0
227,4865009.84178626,-7640.935325190891,1,0
228,4865009.604492845,-7641.129670100752,1,0
229,4865008.120892845,-7640.704410101054,1,0
230,4865007.017277705,-7640.289966891753,1,0
231,4865005.431944896,-7640.130958597409,1,0
232,4865005.1472904105,-7639.791790526826,1,0
233,4865007.017277705,-7640.289966891985,1,0
234,4865012.16074626,-7641.599985189736,1,0
235,4865012.16074626,-7641.599985189736,1,0
236,4865007.553432812,-7640.081568295369,1,0
237,4865004.789512811,-7639.723048295826,1,0
238,4865004.514787329,-7639.801787110511,1,0
239,4865007.330099744,-7640.166967015713,1,0
240,4865004.388632811,-7639.608208295656,1,0
241,4865007.330099744,-7640.166967015713,1,0
242,4865010.63680626,-7641.163185189478,1,0
243,4865003.042239743,-7639.371647015447,1,0
244,4865009.049632811,-7640.510528294835,1,0
245,4865009.049632811,-7640.510528294835,1,0
246,4865010.235052812,-7640.575768294744,1,0
247,4865009.049632811,-7640.510528294835,1,0
248,4865010.573572811,-7640.94732829486,1,0
249,4865008.676492812,-7640.403528294759,1,0
250,4865008.67649281,-7640.4035282952245,1,0
251,4865008.676492812,-7640.403528295457,1,0
252,4865007.553432812,-7640.081568295835,1,0
253,4865010.947680002,-7641.07539999974,1,0
254,4865010.947680002,-7641.075399999274,1,0
255,4865010.947680002,-7641.075399999274,1,0
256,4865010.947680002,-7641.07539999974,1,0
257,4865010.947680002,-7641.075399999274,1,0
258,4865009.450512812,-7640.625368294539,1,0
259,4865007.865180002,-7640.466359999962,1,0
260,4865009.450512812,-7640.625368294539,1,0
261,4865007.553432812,-7640.081568295369,1,0
262,4865009.050600003,-7640.531599999638,1,0
263,4865010.635932812,-7640.690608295146,1,0
264,4865007.865180002,-7640.466359999962,1,0
265,4865007.865180002,-7640.466359999962,1,0
266,4865009.077372812,-7640.518368294928,1,0
267,4865009.077372812,-7640.518368294928,1,0
268,4865009.077372812,-7640.518368294928,1,0
269,4865009.077372812,-7640.518368294928,1,0
270,4865009.077372812,-7640.51836829586,1,0
271,4865009.077372812,-7640.518368295394,1,0
272,4865009.050600003,-7640.531599999638,1,0
273,4865006.30640626,-7640.470905190567,1,0
274,4865006.30640626,-7640.470905190101,1,0
275,4865010.6359328125,-7640.690608294681,1,0
276,4865010.6359328125,-7640.690608294681,1,0
277,4865009.512872812,-7640.368648294359,1,0
278,4865007.330099743,-7640.166967016179,1,0
279,4865007.987012483,-7640.578712455928,1,0
280,4865007.987012483,-7640.578712455928,1,0
281,4865006.93552,-7640.474460000405,2,0
282,4865008.120892846,-7640.704410100589,1,0
283,4865008.07396,-7641.075259999372,1,0
284,4865011.128752742,-7641.6253254399635,1,0
285,4865008.392352741,-7641.115445439937,1,0
286,4865011.128752742,-7641.625325439498,1,0
287,4865011.128752742,-7641.625325439498,1,0
288,4865010.59378626,-7641.425425190013,1,0
289,4865010.656146262,-7641.168705189833,1,0
290,4865010.656146262,-7641.168705189833,1,0
291,4865010.6359328125,-7640.690608294681,1,0
292,4865006.340972811,-7640.0084882960655,1,0
293,4865010.813479743,-7640.890847015195,1,0
294,4865010.813479743,-7640.890847015195,1,0
295,4865010.813479743,-7640.890847015195,1,0
296,4865009.077372812,-7640.518368294928,1,0
297,4865009.077372812,-7640.518368294928,1,0
298,4865010.813479743,-7640.890847015195,1,0
299,4865010.947680002,-7641.07539999974,1,0
300,4865010.947680002,-7641.07539999974,1,0
301,4865011.1252269335,-7641.2756387202535,1,0
302,4865005.306326933,-7640.156718720216,1,0
303,4865002.796200002,-7639.562400000868,1,0
304,4864999.7137,-7638.953360001557,1,0
305,4864998.162240001,-7638.6679200017825,1,0
306,4864998.162240001,-7638.6679200017825,1,0
307,4864996.992840001,-7638.332680001389,1,0
308,4865001.610780001,-7639.497160000959,1,0
309,4865002.564153466,-7639.1651812845375,1,0
310,4865005.99487281,-7639.909328296082,1,0
311,4864994.635304404,-7634.849976360099,1,0
312,4864992.735464405,-7634.464736359427,1,0
313,4864992.735464405,-7634.464736359427,1,0
314,4864995.12798384,-7637.87773523666,1,0
315,4864995.12798384,-7637.87773523666,1,0
316,4864992.372759999,-7636.5123200004455,2,0
317,4864987.49426,-7635.114060000051,2,0
318,4864995.12798384,-7637.87773523666,1,0
319,4864995.156665517,-7637.832289780257,1,0
320,4864994.035832706,-7637.413161271252,1,0
321,4864994.035832706,-7637.413161271252,1,0
322,4864994.035832706,-7637.413161271252,1,0
323,4864991.636279998,-7636.30131999962,2,0
324,4864988.556944404,-7633.267016359838,1,0
325,4864988.556944404,-7633.267016359838,1,0
326,4864988.556944404,-7633.267016359372,1,0
327,4864988.556944404,-7633.267016359838,1,0
328,4864985.287964402,-7629.683876359602,1,0
329,4864987.49426,-7635.114060000051,2,0
330,4864987.49426,-7635.114060000051,2,0
331,4864988.556944404,-7633.267016359838,1,0
332,4864987.49426,-7635.114060000051,2,0
333,4864988.992759552,-7635.422466215445,2,0
334,4864988.992759552,-7635.422466215445,2,0
335,4864988.992759552,-7635.422466215445,2,0
336,4864988.992759552,-7635.422466215445,2,0
337,4864988.992759552,-7635.422466215445,2,0
338,4864988.992759552,-7635.422466215445,2,0
339,4864988.992759552,-7635.422466215445,2,0
340,4864988.629439998,-7635.43947999971,2,0
341,4864988.629439998,-7635.43947999971,2,0
342,4864988.629439998,-7635.43947999971,2,0
343,4864984.796629742,-7630.703540773131,2,0
344,4864987.49426,-7635.114059999585,2,0
345,4864984.796629742,-7630.703540773131,2,0
346,4864984.286083056,-7631.151477025589,2,0
347,4864984.286083056,-7631.151477025589,2,0
348,4864984.286083056,-7631.151477025589,2,0
349,4864982.278923054,-7627.481097025564,2,0
350,4864982.278923054,-7627.481097025564,2,0
351,4864982.278923053,-7627.481097026262,2,0
352,4864984.286083056,-7631.151477025589,2,0
353,4864976.681291473,-7614.962985132122,1,0
354,4864977.738693987,-7611.796899973182,1,0
355,4864978.470049534,-7608.795627402142,1,0
356,4864984.5354200015,-7627.658220001031,1,0
357,4864986.661440001,-7630.913720001234,1,0
358,4864989.492780001,-7636.023720001103,1,0
359,4864989.492780001,-7636.023720001103,1,0
360,4864986.661440001,-7630.913720000768,1,0
361,4864986.661440001,-7630.913720000768,1,0
362,4864982.930224405,-7622.898056359962,1,0
363,4864977.491456702,-7611.9330662589055,1,0
364,4864978.111219214,-7610.293841100298,1,0
365,4864978.688902451,-7618.602411100641,1,0
366,4864982.689803109,-7624.012344088871,1,0
367,4864978.688902451,-7618.602411100641,1,0
368,4864985.084823386,-7631.170250077499,2,0
369,4864982.492584404,-7624.424916359596,1,0
370,4864980.804204403,-7619.642556360224,1,0
371,4864978.491683748,-7619.014983371366,1,0
372,4864979.229855282,-7616.991832244908,1,0
373,4864979.905192768,-7623.300657402957,1,0
374,4864978.032409532,-7610.3224874024745,1,0
375,4864979.044443272,-7616.694169190247,1,0
376,4864984.5354200015,-7627.658220001031,1,0
377,4864982.492584404,-7624.424916359596,1,0
378,4864984.5354200015,-7627.658220001031,1,0
379,4864979.229855282,-7616.991832244908,1,0
380,4864987.366760001,-7632.768220001133,1,0
381,4864978.032409532,-7610.3224874024745,1,0
382,4864986.223800001,-7632.440580001334,1,0
383,4864984.642243056,-7631.253497025464,2,0
384,4864987.624923054,-7632.108377024997,2,0
385,4864985.866623055,-7627.031497025397,2,0
386,4864984.089043055,-7626.796557025285,2,0
387,4864986.912603054,-7631.90433702548,2,0
388,4864985.777423055,-7631.578917025123,2,0
389,4864985.777423055,-7631.578917025123,2,0
390,4864990.2726236945,-7631.081796014449,2,0
391,4864995.808803057,-7633.630817024969,2,0
392,4864987.49426,-7635.114060000051,2,0
393,4864982.278923053,-7627.48109702603,2,0
394,4864984.351919999,-7631.1182600006,2,0
395,4864984.351919999,-7631.1182600006,2,0
396,4864984.351919999,-7631.1182600006,2,0
397,4864986.803789742,-7634.37392077269,2,0
398,4864984.351919999,-7631.1182600006,2,0
399,4864984.351919999,-7631.1182600006,2,0
400,4864986.803789742,-7634.37392077269,2,0
401,4864986.803789742,-7634.37392077269,2,0
402,4864984.796629742,-7630.703540772665,2,0
403,4864978.826609836,-7606.928197488887,1,0
404,4864977.541475282,-7612.209472244373,1,0
405,4864980.624398374,-7619.433610303095,2,0
406,4864977.541475282,-7612.209472244373,1,0
407,4864978.086855281,-7610.306912244298,1,0
408,4864977.541475282,-7612.209472244373,1,0
409,4864979.229855282,-7616.991832244908,1,0
410,4864980.025483693,-7627.830696015852,2,0
411,4864977.094435522,-7613.1454585900065,1,0
412,4864977.094435522,-7613.1454585900065,1,0
413,4864987.49426,-7635.114059999585,2,0
414,4864987.49426,-7635.114060000051,2,0
415,4864980.933460001,-7630.644859999651,2,0
416,4864980.933460001,-7630.644859999651,2,0
417,4864980.933460001,-7630.644860000117,2,0
418,4864977.334856819,-7612.031170860864,1,0
419,4864977.094435522,-7613.1454585900065,1,0
420,4864979.798280001,-7630.319440000458,2,0
421,4864983.87718,-7632.351539999712,2,0
422,4864976.312994316,-7626.777909179218,1,0
423,4864967.292826642,-7632.10653525684,1,0
424,4864967.491446642,-7634.395655255998,1,0
425,4864973.302634316,-7626.378049178282,1,0
426,4864967.491446642,-7634.395655255998,1,0
427,4864968.693266642,-7633.414255256532,1,0
428,4864966.511061615,-7634.739208750427,1,0
429,4864965.309241616,-7635.720608749194,1,0
430,4864965.309241616,-7635.720608749194,1,0
431,4864977.334856819,-7612.031170860864,1,0
432,4864965.309241616,-7635.720608749194,1,0
433,4864968.693266642,-7633.414255256532,1,0
434,4864965.309241616,-7635.720608749194,1,0
435,4864965.309241616,-7635.720608749194,1,0
436,4864965.309241616,-7635.720608749194,1,0
437,4864964.161137978,-7635.70718778763,1,0
438,4864965.309241616,-7635.720608749194,1,0
439,4864965.309241616,-7635.720608749194,1,0
440,4864964.161137978,-7635.70718778763,1,0
441,4864964.161137978,-7635.70718778763,1,0
442,4864965.309241616,-7635.720608749194,1,0
443,4864964.161137978,-7635.70718778763,1,0
444,4864966.193581615,-7632.86496875016,1,0
445,4864972.21162664,-7630.393275256967,1,0
446,4864966.193581615,-7632.86496875016,1,0
447,4864966.193581615,-7632.86496875016,1,0
448,4864966.193581615,-7632.86496875016,1,0
449,4864969.26012664,-7628.6843752569985,1,0
450,4864966.193581615,-7632.86496875016,1,0
451,4864966.193581615,-7632.86496875016,1,0
452,4864972.964058729,-7625.778645342914,1,0
453,4864964.161137978,-7635.70718778763,1,0
454,4864966.193581615,-7632.86496875016,1,0
455,4864965.309241616,-7635.720608749194,1,0
456,4864966.193581615,-7632.86496875016,1,0
457,4864966.193581615,-7632.86496875016,1,0
458,4864965.309241616,-7635.720608749194,1,0
459,4864965.309241616,-7635.720608749194,1,0
460,4864965.309241616,-7635.720608749194,1,0
461,4864967.712881615,-7633.757808750495,1,0
462,4864947.813799999,-7643.092399999732,1,0
463,4864955.136179249,-7639.752262444003,1,0
464,4864955.136179248,-7639.752262444468,1,0
465,4864947.813799999,-7643.092399999732,1,0
466,4864947.813799999,-7643.092399999732,1,0
467,4864947.813799999,-7643.092399999732,1,0
468,4864947.813799999,-7643.092399999732,1,0
469,4864947.813799999,-7643.092399999732,1,0
470,4864951.305356361,-7641.0687990372535,1,0
471,4864947.813799999,-7643.092399999732,1,0
472,4864947.813799999,-7643.092399999732,1,0
473,4864947.813799999,-7643.092399999732,1,0
474,4864947.813799999,-7643.092399999732,1,0
475,4864947.813799999,-7643.092399999732,1,0
476,4864947.813799999,-7643.092399999732,1,0
477,4864947.813799999,-7643.092399999732,1,0
478,4864947.813799999,-7643.092399999732,1,0
479,4864947.813799999,-7643.092399999732,1,0
480,4864947.813799999,-7643.092399999732,1,0
481,4864947.813799999,-7643.092399999732,1,0
482,4864947.985347912,-7643.442489913432,1,0
483,4864947.813799999,-7643.092399999732,1,0
484,4864947.813799999,-7643.092399999732,1,0
485,4864947.813799999,-7643.092399999732,1,0
486,4864947.813799999,-7643.092399999732,1,0
487,4864947.813799999,-7643.092399999732,1,0
488,4864947.813799999,-7643.092399999732,1,0
489,4864948.034639998,-7643.482300000032,1,0
490,4864948.034639998,-7643.482300000032,1,0
491,4864947.985347912,-7643.442489912966,1,0
492,4864948.034639998,-7643.482300000032,1,0
493,4864947.680248343,-7643.1837306639645,2,0
494,4864947.813799999,-7643.092399999732,1,0
495,4864947.813799999,-7643.092399999732,1,0
496,4864947.788234932,-7643.0085652323905,1,0
497,4864947.788234932,-7643.0085652323905,1,0
498,4864947.813799999,-7643.092399999732,1,0
499,4864947.788234932,-7643.0085652323905,1,0
500,4864947.788234932,-7643.0085652323905,1,0
501,4864947.788234932,-7643.0085652323905,1,0
502,4864962.619927729,-7636.402541905176,2,0
503,4864951.432866344,-7641.877175388625,2,0
504,4864950.7270697495,-7643.081315514166,2,0
505,4864950.421131679,-7642.891766218934,2,0
506,4864955.327281429,-7640.690241732402,2,0
507,4864955.327281429,-7640.690241732402,2,0
508,4864955.087547958,-7639.694725947222,1,0
509,4864955.45570975,-7640.511315513868,2,0
510,4864932.944285139,-7525.381476787385,3,1
511,4864951.6035814285,-7642.177721733227,2,0
512,4864955.455709748,-7640.511315514334,2,0
513,4864955.455709748,-7640.511315514334,2,0
514,4864955.455709748,-7640.511315513868,2,0
515,4864951.6035814285,-7642.177721732762,2,0
516,4864955.455709748,-7640.511315513868,2,0
517,4864950.7270697495,-7643.081315514166,2,0
518,4864949.722129752,-7644.163835514337,2,0
519,4864949.722129751,-7644.163835513871,2,0
520,4864949.722129751,-7644.163835513871,2,0
521,4864953.445829752,-7642.676355513511,2,0
522,4864949.722129752,-7644.163835514337,2,0
523,4864944.687551681,-7646.544286218705,2,0
524,4864943.811040001,-7647.4478800005745,2,0
525,4864944.687551681,-7646.544286218705,2,0
526,4864948.430514932,-7644.068958566058,1,0
527,4864947.988834932,-7643.289158565458,1,0
528,4864948.209674932,-7643.679058565758,1,0
529,4864948.209674932,-7643.6790585652925,1,0
530,4864955.127674933,-7639.724338566419,1,0
531,4864948.009074932,-7643.398465232225,1,0
532,4864945.820919999,-7645.282840001397,2,0
533,4864946.697431679,-7644.379246219527,2,0
534,4864945.69249168,-7645.461766218767,2,0
535,4864945.69249168,-7645.461766218767,2,0
536,4864945.69249168,-7645.461766218767,2,0
537,4864945.69249168,-7645.461766218767,2,0
538,4864945.69249168,-7645.461766218767,2,0
539,4864945.69249168,-7645.461766218767,2,0
540,4864948.65135493,-7644.45885856729,1,0
541,4864945.69249168,-7645.461766218767,2,0
542,4864945.69249168,-7645.461766218767,2,0
543,4864947.702371677,-7643.296726219589,2,0
544,4864946.697431679,-7644.379246219527,2,0
545,4864946.697431679,-7644.379246219527,2,0
546,4864946.697431679,-7644.379246219527,2,0
547,4864946.697431679,-7644.379246219527,2,0
548,4864946.697431679,-7644.379246219527,2,0
549,4864948.651354931,-7644.458858566824,1,0
550,4864948.6112279575,-7644.4292459473945,1,0
551,4864947.680248343,-7643.1837306639645,2,0
552,4864948.247798399,-7643.126455908874,2,0
553,4864948.209674932,-7643.6790585652925,1,0
554,4864949.252738398,-7642.043935909402,2,0
555,4864950.298061831,-7642.678181368625,2,0
556,4864948.247798399,-7643.126455908874,2,0
557,4864950.298061831,-7642.678181368625,2,0
558,4864949.908021527,-7643.1039316365495,2,0
559,4864948.651354931,-7644.458858566824,1,0
560,4864948.651354931,-7644.458858566824,1,0
561,4864948.447431485,-7643.607926978264,2,0
562,4864949.031509847,-7644.007525418187,2,0
563,4864951.280878495,-7641.482665813062,2,0
564,4864954.712560316,-7639.484291266883,2,0
565,4864954.712560316,-7639.484291266883,2,0
566,4864954.712560316,-7639.484291266883,2,0
567,4864950.613818121,-7641.899791511241,2,0
568,4864950.613818121,-7641.899791511241,2,0
569,4864957.897628261,-7638.235010747099,2,0
570,4864957.897628261,-7638.235010747099,2,0
571,4864957.897628261,-7638.235010747099,2,0
572,4864955.741059842,-7638.9752070619725,2,0
573,4864955.741059842,-7638.9752070619725,2,0
574,4864957.3811818175,-7638.657805454917,2,0
575,4864946.844120099,-7645.804089903366,2,0
576,4864946.844120099,-7645.804089903366,2,0
577,4864946.844120099,-7645.804089903366,2,0
578,4864943.811040001,-7647.4478800005745,2,0
579,4864943.811040001,-7647.4478800005745,2,0
580,4864943.811040001,-7647.4478800005745,2,0
581,4864943.811040001,-7647.4478800005745,2,0
582,4864942.806100003,-7648.53040000028,2,0
583,4864942.806100003,-7648.53040000028,2,0
584,4864942.806100003,-7648.53040000028,2,0
585,4864942.806100003,-7648.53040000028,2,0
586,4864942.806100003,-7648.53040000028,2,0
587,4864942.806100003,-7648.53040000028,2,0
588,4864942.806100003,-7648.53040000028,2,0
589,4864942.806100003,-7648.53040000028,2,0
590,4864942.806100003,-7648.53040000028,2,0
591,4864942.806100003,-7648.53040000028,2,0
592,4864942.806100003,-7648.53040000028,2,0
593,4864943.682611683,-7647.626806218177,2,0
594,4864943.682611683,-7647.626806218177,2,0
595,4864943.682611683,-7647.626806218177,2,0
596,4864943.682611683,-7647.626806218177,2,0
597,4864943.682611683,-7647.626806218177,2,0
598,4864943.682611683,-7647.626806218177,2,0
599,4864943.811040001,-7647.4478800005745,2,0
600,4864943.811040001,-7647.4478800005745,2,0
601,4864942.806100003,-7648.53040000028,2,0
602,4864942.806100003,-7648.53040000028,2,0
603,4864947.702371677,-7643.296726219589,2,0
604,4864943.811040001,-7647.4478800005745,2,0
